index,train_data_loc,train_label_xy
0,OBJ02634_PS3_K3_NIA0126.png,"[(335.2205050143891, 421.1809376194081), (339.3094290114551, 421.1809376194081), (339.3094290114551, 427.53652075995996), (335.2205050143891, 427.53652075995996)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(348.5094515809975, 421.4698277621605), (352.5983755780635, 421.46982776216055), (352.5983755780635, 430.42542218748355), (348.5094515809975, 430.4254221874835)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(356.5983755780635, 428.69208133096936), (361.26507986063416, 428.6920813309694), (361.26507986063416, 437.9365658990448), (356.5983755780635, 437.93656589904475)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(369.02065171641476, 419.4475967628939), (381.1984997105467, 419.44759676289397), (381.1984997105466, 429.5587517592264), (369.0206517164147, 429.55875175922637)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(332.1225586090369, 427.88151395809376), (339.48182498974984, 427.88151395809376), (339.48182498974984, 439.9980647641875), (332.1225586090369, 439.9980647641875)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(343.7342531315434, 431.667936084998), (353.11294464660534, 431.6679360849981), (353.1129446466053, 440.50292104777475), (343.73425313154337, 440.5029210477747)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(348.53038782562226, 439.24078033880664), (352.60808836301806, 439.2407803388067), (352.60808836301806, 447.31848087620256), (348.53038782562226, 447.3184808762025)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(340.4526872882264, 444.5417713164727), (344.53038782562226, 444.5417713164727), (344.5303878256222, 453.8816125628366), (340.45268728822634, 453.8816125628366)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(347.6277176310101, 448.2629976298721), (349.9852427862231, 448.2629976298721), (349.9852427862231, 454.8397477904373), (347.6277176310101, 454.8397477904373)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(354.6429178022796, 444.0977225281807), (359.41191801636654, 444.0977225281808), (359.4119180163665, 451.7705977155068), (354.64291780227956, 451.77059771550677)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(375.6885183160882, 449.13989765128076), (379.5806185087664, 449.1398976512808), (379.5806185087664, 456.81277283860686), (375.6885183160882, 456.8127728386068)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(368.4787131351847, 450.874472688746), (372.3708133278629, 450.87447268874604), (372.3708133278629, 458.5473478760721), (368.4787131351847, 458.547347876072)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(374.6170132850456, 456.2775001501095), (377.2359967649181, 456.2775001501095), (377.2359967649181, 462.7126229777633), (374.6170132850456, 462.7126229777633)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(367.37180976693315, 457.7645247156403), (369.9907932468057, 457.7645247156403), (369.9907932468057, 464.1996475432941), (367.37180976693315, 464.1996475432941)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(371.9755348793288, 463.02592484409246), (374.59451835920134, 463.02592484409246), (374.59451835920134, 469.46104767174626), (371.9755348793288, 469.46104767174626)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(364.52188469735495, 464.56049988155763), (367.1408681772275, 464.56049988155763), (367.1408681772275, 470.99562270921143), (364.52188469735495, 470.99562270921143)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(371.09863485792005, 469.3834499993054), (373.7176183377926, 469.3834499993054), (373.7176183377926, 475.8185728269592), (371.09863485792005, 475.8185728269592)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(364.74110970270715, 478.37167521874454), (367.3600931825797, 478.37167521874454), (367.3600931825797, 484.80679804639834), (364.74110970270715, 484.80679804639834)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(360.619169683811, 451.0400769255281), (364.51126987648917, 451.0400769255282), (364.51126987648917, 458.7129521128542), (360.619169683811, 458.71295211285417)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(357.25708939663326, 458.660792243131), (361.14918958931145, 458.6607922431311), (361.14918958931145, 466.3336674304571), (357.25708939663326, 466.33366743045707)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(352.9984543662082, 451.0400769255281), (356.8905545588864, 451.0400769255282), (356.8905545588864, 458.7129521128542), (352.9984543662082, 458.71295211285417)]"
0,OBJ02634_PS3_K3_NIA0126.png,"[(349.7529359203526, 458.660792243131), (353.3043355858968, 458.660792243131), (353.3043355858968, 466.0024308068546), (349.7529359203526, 466.0024308068546)]"
1,OBJ03166_PS3_K3_NIA0128.png,"[(803.7643971039834, 896.8299378591805), (830.4763048955895, 896.8299378591805), (830.4763048955895, 920.8570484165086), (803.7643971039834, 920.8570484165086)]"
1,OBJ03166_PS3_K3_NIA0128.png,"[(842.3363255016932, 883.44193913818), (868.1448863986886, 883.44193913818), (868.1448863986886, 910.2915551389087), (842.3363255016932, 910.2915551389087)]"
1,OBJ03166_PS3_K3_NIA0128.png,"[(816.3606975484479, 872.0548641390685), (841.7843027960346, 872.0548641390685), (841.7843027960346, 897.5440864460124), (816.3606975484479, 897.5440864460124)]"
1,OBJ03166_PS3_K3_NIA0128.png,"[(374.57923953829936, 432.81026759162734), (445.62574156192204, 432.81026759162734), (445.62574156192204, 498.7820194707055), (374.57923953829936, 498.7820194707055)]"
1,OBJ03166_PS3_K3_NIA0128.png,"[(413.9085531585191, 500.89649869759904), (481.5718884191121, 500.89649869759904), (481.57188841911204, 566.02245888592), (413.90855315851906, 566.0224588859198)]"
2,OBJ03468_PS3_K3A_NIA0141.png,"[(306.25620332515894, 270.6699181746942), (358.99967983682484, 270.6699181746942), (358.99967983682484, 316.9418024763397), (306.25620332515894, 316.9418024763397)]"
2,OBJ03468_PS3_K3A_NIA0141.png,"[(262.25591020837277, 269.8221465195307), (314.9993867200387, 269.8221465195307), (314.9993867200387, 316.0940308211762), (262.25591020837277, 316.0940308211762)]"
2,OBJ03468_PS3_K3A_NIA0141.png,"[(358.4587802791377, 158.75867050287513), (421.3693155495664, 158.75867050287516), (421.3693155495664, 216.06639106415787), (358.4587802791377, 216.06639106415784)]"
2,OBJ03468_PS3_K3A_NIA0141.png,"[(394.47104569796164, 101.13633300020695), (457.3815809683903, 101.13633300020697), (457.3815809683903, 158.44405356148968), (394.47104569796164, 158.44405356148965)]"
3,OBJ03507_PS3_K3A_NIA0145.png,"[(704.6173275034794, 840.6212810188405), (737.839375145126, 840.6212810188405), (737.839375145126, 869.832254369977), (704.6173275034794, 869.832254369977)]"
3,OBJ03507_PS3_K3A_NIA0145.png,"[(731.9135365743114, 867.5642273955378), (765.135584215958, 867.5642273955378), (765.135584215958, 896.7752007466744), (731.9135365743114, 896.7752007466744)]"
4,OBJ03513_PS3_K3A_NIA0146.png,"[(387.2174696750306, 537.8102728635812), (425.42816249027425, 537.8102728635813), (425.42816249027425, 571.1763038938558), (387.2174696750306, 571.1763038938557)]"
4,OBJ03513_PS3_K3A_NIA0146.png,"[(518.9922702261906, 549.437461147507), (616.7204035746756, 549.437461147507), (616.7204035746756, 642.8049498611055), (518.9922702261906, 642.8049498611055)]"
4,OBJ03513_PS3_K3A_NIA0146.png,"[(537.2988782447729, 453.1605831065401), (631.7385204080092, 453.1605831065402), (631.7385204080091, 546.5280718201386), (537.2988782447728, 546.5280718201386)]"
4,OBJ03513_PS3_K3A_NIA0146.png,"[(502.11944374370887, 643.5557912558262), (594.9393553207524, 643.5557912558263), (594.9393553207524, 733.9052406831851), (502.1194437437088, 733.905240683185)]"
4,OBJ03513_PS3_K3A_NIA0146.png,"[(408.9637875609407, 414.70120337891456), (447.17448037618436, 414.70120337891456), (447.17448037618436, 448.06723440918904), (408.9637875609407, 448.06723440918904)]"
4,OBJ03513_PS3_K3A_NIA0146.png,"[(473.8275953330759, 429.6649947658679), (512.0382881483196, 429.6649947658679), (512.0382881483196, 463.0310257961424), (473.8275953330759, 463.0310257961424)]"
4,OBJ03513_PS3_K3A_NIA0146.png,"[(444.8533999279041, 545.5813904501158), (500.5704021892468, 545.5813904501158), (500.5704021892468, 595.2253602147257), (444.8533999279041, 595.2253602147257)]"
4,OBJ03513_PS3_K3A_NIA0146.png,"[(459.1454913669828, 481.7515900800152), (514.8624936283255, 481.7515900800152), (514.8624936283255, 531.3955598446252), (459.1454913669828, 531.395559844625)]"
5,OBJ03514_PS3_K3A_NIA0146.png,"[(651.0796503338903, 125.77951000866221), (705.0760731971218, 125.77951000866223), (705.0760731971217, 155.22611933966152), (651.0796503338902, 155.22611933966152)]"
5,OBJ03514_PS3_K3A_NIA0146.png,"[(660.0422806710544, 93.81246273880092), (714.038703534286, 93.81246273880093), (714.038703534286, 123.6620733696486), (660.0422806710544, 123.66207336964858)]"
5,OBJ03514_PS3_K3A_NIA0146.png,"[(706.0247525047421, 100.43686506071849), (744.4337107646688, 100.4368650607185), (744.4337107646688, 129.89694664767586), (706.0247525047421, 129.89694664767586)]"
5,OBJ03514_PS3_K3A_NIA0146.png,"[(691.9960062209441, 132.00189316792503), (734.4808967295448, 132.00189316792506), (734.4808967295448, 163.799070096949), (691.9960062209441, 163.79907009694898)]"
6,OBJ03522_PS3_K3A_NIA0147.png,"[(311.2029622930528, 154.65761432628818), (355.32186073396787, 154.6576143262882), (355.3218607339678, 200.91143918422205), (311.20296229305274, 200.91143918422202)]"
6,OBJ03522_PS3_K3A_NIA0147.png,"[(155.3340914672253, 357.25798373151554), (175.84840375770736, 357.25798373151554), (175.84840375770736, 381.7722960219976), (155.3340914672253, 381.7722960219976)]"
6,OBJ03522_PS3_K3A_NIA0147.png,"[(182.7818105903853, 355.7125465716618), (204.5198260355259, 355.71254657166185), (204.5198260355259, 380.70453258360993), (182.7818105903853, 380.7045325836099)]"
6,OBJ03522_PS3_K3A_NIA0147.png,"[(370.8231638224173, 418.501384882819), (406.65707106331945, 418.501384882819), (406.65707106331945, 461.7254118889042), (370.8231638224173, 461.7254118889042)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(459.9501528224358, 410.86715661952326), (511.2718139650648, 410.86715661952326), (511.2718139650648, 457.3408348408277), (459.9501528224358, 457.3408348408277)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(419.1485176650476, 447.06038441735285), (472.99061544167824, 447.06038441735285), (472.9906154416782, 493.5340626386573), (419.14851766504756, 493.5340626386573)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(456.1726147225226, 486.47767300318657), (505.5993062926937, 486.47767300318657), (505.5993062926937, 531.1970148712755), (456.1726147225226, 531.1970148712754)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(498.5835121704353, 448.82763194108327), (548.0102037406065, 448.82763194108327), (548.0102037406064, 496.0661200745923), (498.5835121704353, 496.0661200745923)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(533.1737337759591, 489.10575273495635), (582.6004253461302, 489.1057527349564), (582.6004253461301, 532.7692271863754), (533.173733775959, 532.7692271863754)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(493.3327629552106, 524.683211558585), (542.7594545253818, 524.683211558585), (542.7594545253817, 569.9389441979234), (493.3327629552106, 569.9389441979234)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(529.2538102052142, 565.6993404518961), (578.6805017753853, 565.6993404518961), (578.6805017753852, 609.3628149033151), (529.2538102052141, 609.3628149033151)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(568.7549348481853, 528.6817271729743), (618.1816264183564, 528.6817271729743), (618.1816264183562, 573.9374598123128), (568.7549348481851, 573.9374598123128)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(315.8378860840164, 594.5237386113606), (336.8920746624558, 594.5237386113606), (336.8920746624558, 615.5897140482666), (315.8378860840164, 615.5897140482666)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(332.4779421529704, 615.3287586790128), (337.16267167911684, 615.3287586790129), (337.1626716791168, 624.0134882051594), (332.47794215297034, 624.0134882051593)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(340.90158797970787, 610.7474776153485), (347.21193336715453, 610.7474776153485), (347.21193336715453, 621.9445225635045), (340.90158797970787, 621.9445225635045)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(338.4178306430688, 584.1148079641739), (353.4849694829088, 584.1148079641739), (353.4849694829088, 600.107741671372), (338.4178306430688, 600.107741671372)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(372.5238027904959, 575.133070731311), (385.36479308600894, 575.1330707313111), (385.36479308600894, 591.2320115120486), (372.5238027904959, 591.2320115120485)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(356.82891559642377, 585.0223327054409), (375.1822737159846, 585.0223327054409), (375.18227371598454, 603.4534291040447), (356.8289155964237, 603.4534291040447)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(350.15282242497244, 573.9768843937333), (365.3259683383519, 573.9768843937333), (365.3259683383519, 592.9564798946445), (350.15282242497244, 592.9564798946445)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(386.14158606653257, 545.1931462629286), (390.4415860665326, 545.1931462629286), (390.4415860665325, 552.6931462629286), (386.1415860665325, 552.6931462629286)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(378.5276018576609, 550.7853495311024), (383.8276018576609, 550.7853495311024), (383.82760185766085, 559.2853495311024), (378.52760185766084, 559.2853495311024)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(379.5015860665327, 562.6931462629287), (383.8015860665327, 562.6931462629287), (383.80158606653265, 570.1931462629287), (379.50158606653264, 570.1931462629287)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(385.80158606653265, 557.3931462629287), (390.10158606653266, 557.3931462629287), (390.1015860665326, 564.8931462629287), (385.8015860665326, 564.8931462629287)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(392.1015860665326, 551.7931462629285), (396.4015860665326, 551.7931462629285), (396.40158606653256, 559.2931462629285), (392.10158606653255, 559.2931462629285)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(397.7015860665326, 546.0931462629286), (402.00158606653264, 546.0931462629286), (402.0015860665326, 553.5931462629286), (397.70158606653257, 553.5931462629286)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(404.30158606653254, 540.5931462629286), (408.60158606653255, 540.5931462629286), (408.6015860665325, 548.0931462629286), (404.3015860665325, 548.0931462629286)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(399.1015860665326, 534.3931462629286), (403.4015860665326, 534.3931462629286), (403.40158606653256, 541.8931462629286), (399.10158606653255, 541.8931462629286)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(392.1015860665326, 539.9931462629287), (396.4015860665326, 539.9931462629287), (396.40158606653256, 547.4931462629287), (392.10158606653255, 547.4931462629287)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(372.7436262309517, 555.8793109368281), (378.0436262309517, 555.8793109368281), (378.04362623095165, 564.3793109368281), (372.74362623095163, 564.3793109368281)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(133.58581852537708, 941.8971757502778), (150.41913334953136, 941.8971757502779), (150.41913334953136, 959.4850390577525), (133.58581852537708, 959.4850390577524)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(135.01763547357905, 965.5790458784412), (149.69748177698807, 965.5790458784412), (149.69748177698807, 982.8837403945237), (135.01763547357905, 982.8837403945237)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(124.4683741820112, 953.387416366991), (139.51326605742918, 953.3874163669911), (139.51326605742918, 970.9752796744657), (124.46837418201119, 970.9752796744656)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(145.8487524427339, 931.360844116822), (162.68206726688823, 931.3608441168221), (162.6820672668882, 948.9487074242967), (145.84875244273388, 948.9487074242966)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(159.02824533584834, 920.0607133369015), (175.86156016000263, 920.0607133369016), (175.86156016000263, 937.6485766443761), (159.02824533584834, 937.648576644376)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(148.92135704939727, 959.0561477711929), (156.95794392892557, 959.056147771193), (156.95794392892554, 969.7413158491463), (148.92135704939724, 969.7413158491462)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(525.930443585371, 1010.3587210421313), (539.4954095305022, 1010.3587210421313), (539.4954095305022, 1024.1602242468127), (525.930443585371, 1024.1602242468127)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(688.3649887905292, 960.0629895875572), (737.276510792333, 960.0629895875572), (737.276510792333, 1004.4820604406575), (688.3649887905292, 1004.4820604406575)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(171.1009005175726, 15.61690962131319), (204.69816195619, 15.616909621313198), (204.69816195619, 46.41865331070025), (171.1009005175726, 46.41865331070024)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(434.13801647376266, 790.6797977399269), (437.83912023245284, 790.6797977399269), (437.8391202324528, 798.9427481132702), (434.1380164737626, 798.9427481132702)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(439.51826104512224, 796.4124084361016), (443.2193648038124, 796.4124084361016), (443.21936480381237, 804.6753588094449), (439.5182610451222, 804.6753588094449)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(428.2184021500009, 796.1449888065321), (431.91950590869106, 796.1449888065321), (431.919505908691, 804.4079391798754), (428.2184021500008, 804.4079391798754)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(433.85843713506995, 801.6650167062168), (437.55954089376013, 801.6650167062168), (437.5595408937601, 809.9279670795601), (433.8584371350699, 809.9279670795601)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(423.05837014238455, 801.1850142801571), (426.7594739010747, 801.1850142801571), (426.75947390107467, 809.4479646535004), (423.0583701423845, 809.4479646535004)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(428.2184021500009, 806.9450433928715), (431.91950590869106, 806.9450433928715), (431.919505908691, 815.2079937662148), (428.2184021500008, 815.2079937662148)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(417.17833366858906, 807.0650439993865), (420.87943742727924, 807.0650439993865), (420.8794374272792, 815.3279943727298), (417.178333668589, 815.3279943727298)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(422.8183686536581, 811.9850688664967), (426.5194724123483, 811.9850688664967), (426.51947241234825, 820.24801923984), (422.81836865365807, 820.24801923984)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(411.17829645043054, 811.6250670469519), (414.8794002091207, 811.6250670469519), (414.87940020912066, 819.8880174202952), (411.1782964504305, 819.8880174202952)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(416.6983306911364, 817.1450949466366), (420.3994344498266, 817.1450949466366), (420.3994344498265, 825.4080453199799), (416.69833069113633, 825.4080453199799)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(405.17825923227196, 816.5450919140621), (408.87936299096214, 816.5450919140621), (408.8793629909621, 824.8080422874054), (405.1782592322719, 824.8080422874054)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(411.17829645043054, 823.1451252723807), (414.8794002091207, 823.1451252723807), (414.87940020912066, 831.408075645724), (411.1782964504305, 831.408075645724)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(399.41822350283974, 822.4251216332915), (403.1193272615299, 822.4251216332915), (403.11932726152986, 830.6880720066348), (399.4182235028397, 830.6880720066348)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(405.2982599766351, 828.5451525655504), (408.9993637353253, 828.5451525655504), (408.99936373532523, 836.8081029388937), (405.29825997663505, 836.8081029388937)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(393.8981892621339, 828.0651501394909), (397.59929302082406, 828.0651501394909), (397.599293020824, 836.3281005128342), (393.8981892621338, 836.3281005128342)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(399.7782257359293, 834.4251822847798), (403.4793294946195, 834.4251822847798), (403.47932949461944, 842.6881326581231), (399.77822573592925, 842.6881326581231)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(388.6181565101543, 832.8651744000862), (392.31926026884446, 832.8651744000862), (392.3192602688444, 841.1281247734295), (388.6181565101542, 841.1281247734295)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(394.37819223958644, 838.9852053323452), (398.0792959982766, 838.9852053323452), (398.07929599827656, 847.2481557056885), (394.3781922395864, 847.2481557056885)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(388.7221680950011, 843.9052301994554), (395.07927738919744, 843.9052301994554), (395.07927738919744, 855.0468759475255), (388.7221680950011, 855.0468759475255)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(578.8319553656852, 947.53783898837), (626.1047821744453, 947.53783898837), (626.1047821744453, 988.6143655238612), (578.8319553656852, 988.6143655238612)]"
7,OBJ03547_PS3_K3A_NIA0149.png,"[(192.13825213585858, 567.3445674729962), (206.59069524251743, 567.3445674729962), (206.59069524251743, 582.8596863130572), (192.13825213585858, 582.8596863130572)]"
8,OBJ03550_PS3_K3A_NIA0149.png,"[(205.53300225914774, 535.0114228923374), (217.93840766455304, 535.0114228923375), (217.93840766455304, 546.6802046849716), (205.53300225914774, 546.6802046849715)]"
8,OBJ03550_PS3_K3A_NIA0149.png,"[(215.51133186378368, 540.7347290553284), (226.6868271123092, 540.7347290553284), (226.6868271123092, 553.8739253085896), (215.51133186378368, 553.8739253085896)]"
8,OBJ03550_PS3_K3A_NIA0149.png,"[(224.46828631807406, 550.4414928761572), (235.35306228715058, 550.4414928761572), (235.35306228715055, 562.8984558497497), (224.46828631807404, 562.8984558497497)]"
9,OBJ03562_PS3_K3A_NIA0150.png,"[(212.8109827822663, 733.4790382757241), (228.04993488599746, 733.4790382757242), (228.04993488599746, 755.1567307869706), (212.8109827822663, 755.1567307869705)]"
10,OBJ03563_PS3_K3A_NIA0150.png,"[(467.60443228219424, 428.6828738565931), (491.6750592838382, 428.6828738565931), (491.6750592838382, 455.8859572597195), (467.60443228219424, 455.8859572597195)]"
10,OBJ03563_PS3_K3A_NIA0150.png,"[(523.0900010054074, 429.3465142337513), (547.4240182179428, 429.3465142337513), (547.4240182179428, 456.03408549942975), (523.0900010054074, 456.03408549942975)]"
10,OBJ03563_PS3_K3A_NIA0150.png,"[(463.791535876445, 463.4387168131456), (494.6615491541253, 463.4387168131456), (494.6615491541253, 495.39579751597586), (463.791535876445, 495.39579751597586)]"
10,OBJ03563_PS3_K3A_NIA0150.png,"[(519.0540552365835, 464.4613844915946), (549.0842799681741, 464.4613844915946), (549.0842799681741, 496.0597444375104), (519.0540552365835, 496.0597444375104)]"
10,OBJ03563_PS3_K3A_NIA0150.png,"[(464.11664426093387, 564.7434661082609), (494.3291958910579, 564.7434661082609), (494.3291958910579, 597.5145689965418), (464.11664426093387, 597.5145689965418)]"
10,OBJ03563_PS3_K3A_NIA0150.png,"[(505.4189151090229, 564.762891174063), (539.4496467768518, 564.7628911740632), (539.4496467768518, 599.4378896766832), (505.4189151090229, 599.4378896766831)]"
10,OBJ03563_PS3_K3A_NIA0150.png,"[(550.247803711112, 565.0951175718649), (583.5930955652623, 565.0951175718649), (583.5930955652623, 600.6649243695508), (550.247803711112, 600.6649243695508)]"
11,OBJ03619_PS3_K3A_NIA0151.png,"[(704.1728950442241, 785.0206820712685), (768.8946762486776, 785.0206820712687), (768.8946762486776, 856.6615055690174), (704.1728950442241, 856.6615055690173)]"
11,OBJ03619_PS3_K3A_NIA0151.png,"[(770.9589241140657, 898.9536206517263), (837.1772336823016, 898.9536206517264), (837.1772336823014, 968.0946024445813), (770.9589241140656, 968.0946024445811)]"
11,OBJ03619_PS3_K3A_NIA0151.png,"[(591.0451856254213, 852.3591943664937), (657.5328271375024, 852.3591943664937), (657.5328271375024, 920.961512271658), (591.0451856254213, 920.961512271658)]"
11,OBJ03619_PS3_K3A_NIA0151.png,"[(554.1467093186186, 748.3970640422172), (606.6290897507455, 748.3970640422173), (606.6290897507454, 800.3008014289744), (554.1467093186185, 800.3008014289743)]"
11,OBJ03619_PS3_K3A_NIA0151.png,"[(610.1677536384359, 716.0772307807841), (662.3808021267174, 716.0772307807841), (662.3808021267173, 768.788963999077), (610.1677536384358, 768.788963999077)]"
11,OBJ03619_PS3_K3A_NIA0151.png,"[(665.3808021267174, 683.757397519351), (712.2072117380935, 683.7573975193511), (712.2072117380934, 733.7758112991913), (665.3808021267173, 733.7758112991912)]"
11,OBJ03619_PS3_K3A_NIA0151.png,"[(522.0962080010306, 691.0293600031735), (573.5012606577764, 691.0293600031736), (573.5012606577764, 744.0104251653117), (522.0962080010306, 744.0104251653116)]"
11,OBJ03619_PS3_K3A_NIA0151.png,"[(577.3092564893122, 661.1335142363478), (630.8689646968202, 661.1335142363478), (630.8689646968201, 712.2292557915691), (577.3092564893121, 712.2292557915691)]"
